text,label,category,language,tone,obfuscation,urgency,source_seed_id
"Kenderaan anda risiko t0wing. Elak k0s <RM_AMOUNT> & masalah, s3tt13 1su s3g3ra. Lanjut dptkan info di <URL> atau call <PHONE>.",scam,Road_Scam,Bahasa Melayu,Friendly/Seductive (Romance/Job Recruiter),"Leetspeak (u w0n pr1ze, RM1OOO)",High,40
AMARAN TRAFIK! Anda miliki saman t3rtunggak. S3tt13 <RM_AMOUNT> di <URL> sblm <DATE> untk 3lak tindakan mahkamah. Hubungi <PHONE>.,scam,Road_Scam,Bahasa Melayu,Friendly/Seductive (Romance/Job Recruiter),"Leetspeak (u w0n pr1ze, RM1OOO)",High,40
"Makluman: Dokumen kenderaan u blh disita. Elak i7u, uruskan bayaran <RM_AMOUNT> di <URL> skrg. Ws <PHONE> untk nasihat.",scam,Road_Scam,Bahasa Melayu,Friendly/Seductive (Romance/Job Recruiter),"Leetspeak (u w0n pr1ze, RM1OOO)",High,40
"Penting: Road tax & insurans u hmpir luput. Elak saman <RM_AMOUNT> & k3s mahkamah, p3rbaharui segera di <URL>. Cll <PHONE>.",scam,Road_Scam,Bahasa Melayu,Friendly/Seductive (Romance/Job Recruiter),"Leetspeak (u w0n pr1ze, RM1OOO)",High,40
"Jgn bimbang. Kami nmpak cara mudah untk s3tt13 insiden kecil, <RM_AMOUNT> 'settle t3pi'. Urusan lanjt <PHONE> sblm pukul 5.",scam,Road_Scam,Bahasa Melayu,Friendly/Seductive (Romance/Job Recruiter),"Leetspeak (u w0n pr1ze, RM1OOO)",High,40
Anda ada saman p4rk1ng t3rtunggak. Jgn biar! S3tt13 <RM_AMOUNT> di <URL> untk elak penalti berganda. Hubungi <PHONE> utk bntuan.,scam,Road_Scam,Bahasa Melayu,Friendly/Seductive (Romance/Job Recruiter),"Leetspeak (u w0n pr1ze, RM1OOO)",High,40
JPJ Notis: Nama anda dlm senarai hitam. S3tt13 <RM_AMOUNT> di <URL> untk clearkan dgn pantas. Ws <PHONE> skrg sblm lwt.,scam,Road_Scam,Bahasa Melayu,Friendly/Seductive (Romance/Job Recruiter),"Leetspeak (u w0n pr1ze, RM1OOO)",High,40
Saman b3lum jelaskan? Tawaran istimewa! S3tt13 <RM_AMOUNT> di <URL> & elak blacklist. Promosi tamat <DATE>. Hubungi <PHONE>.,scam,Road_Scam,Bahasa Melayu,Friendly/Seductive (Romance/Job Recruiter),"Leetspeak (u w0n pr1ze, RM1OOO)",High,40
Perhatian: Terdapat isu p3milikan k3nd3raan anda. Uruskan <RM_AMOUNT> di <URL> untk elak s3barang komplikasi. Cll <PHONE>.,scam,Road_Scam,Bahasa Melayu,Friendly/Seductive (Romance/Job Recruiter),"Leetspeak (u w0n pr1ze, RM1OOO)",High,40
Anda ada d3bt bntuan t3pi jln. S3tt13 <RM_AMOUNT> di <URL> sblm <DATE> untk elak caj tambahan. Ws <PHONE> jika ada s0alan.,scam,Road_Scam,Bahasa Melayu,Friendly/Seductive (Romance/Job Recruiter),"Leetspeak (u w0n pr1ze, RM1OOO)",High,40
Notis tol: Anda dikesan lkukan p3langgaran tol. Bayar <RM_AMOUNT> di <URL> untk elak tindakan undang-undang. Hubungi <PHONE>.,scam,Road_Scam,Bahasa Melayu,Friendly/Seductive (Romance/Job Recruiter),"Leetspeak (u w0n pr1ze, RM1OOO)",High,40
Amaran Lisen: Lisen u berisiko digantung. S3tt13 isu <RM_AMOUNT> di <URL> skrg untk kekalkan k3benaran m3mndu. Cll <PHONE>.,scam,Road_Scam,Bahasa Melayu,Friendly/Seductive (Romance/Job Recruiter),"Leetspeak (u w0n pr1ze, RM1OOO)",High,40
Makluman JPJ: P3m3riksaan k3nd3raan anda gagal. S3tt13 <RM_AMOUNT> di <URL> untk p3m3riksaan s3mula yg pntas. Ws <PHONE>.,scam,Road_Scam,Bahasa Melayu,Friendly/Seductive (Romance/Job Recruiter),"Leetspeak (u w0n pr1ze, RM1OOO)",High,40
Notis: Kenderaan u ada m0difikasi tnp k3b3naran. S3tt13 denda <RM_AMOUNT> di <URL> untk elak saman lanjut. Hubungi <PHONE>.,scam,Road_Scam,Bahasa Melayu,Friendly/Seductive (Romance/Job Recruiter),"Leetspeak (u w0n pr1ze, RM1OOO)",High,40
Penting: Isu p3ng3sanan k3nd3raan u. S3tt13 <RM_AMOUNT> di <URL> sblm <DATE> untk aktifkan s3mula. Ws <PHONE> utk p3nj3lasan.,scam,Road_Scam,Bahasa Melayu,Friendly/Seductive (Romance/Job Recruiter),"Leetspeak (u w0n pr1ze, RM1OOO)",High,40
Saman laju: Ada rekod k3lajuan. S3tt13 <RM_AMOUNT> di <URL> dgn diskaun khas sblm <DATE>. Hubungi <PHONE> untk info lanjut.,scam,Road_Scam,Bahasa Melayu,Friendly/Seductive (Romance/Job Recruiter),"Leetspeak (u w0n pr1ze, RM1OOO)",High,40
Makluman: Terdapat k3canggahan p3ndaftaran k3nd3raan u. S3tt13 <RM_AMOUNT> di <URL> untk p3mb3tulan s3g3ra. Cll <PHONE>.,scam,Road_Scam,Bahasa Melayu,Friendly/Seductive (Romance/Job Recruiter),"Leetspeak (u w0n pr1ze, RM1OOO)",High,40
Notis JPJ: Kenderaan anda disyaki t3rbai. S3tt13 <RM_AMOUNT> untk buktikan p3milikan di <URL> sblm <DATE>. Ws <PHONE>.,scam,Road_Scam,Bahasa Melayu,Friendly/Seductive (Romance/Job Recruiter),"Leetspeak (u w0n pr1ze, RM1OOO)",High,40
"H1 b0ssku! Ada 0ff3r gempak ni. K0jer part-t1me je, like n share TikT0k/Y0uTub3. Blh dpt smp RM_AMOUNT d4ily! Mntk info? Klik <URL> skrg!",scam,Job_Scam,Bahasa Melayu,Friendly/Seductive (Romance/Job Recruiter),"Evasion (Using 'W.h.a.t.s.A.p.p', 'L ink', emojis to bypass filters)",High,22
"S3lamat p4g1, c4ntik! Kami drpd HR dpt resume awk. Ada p0sisi WFH utk '3-c0mm3rc3 task' dgn Shopee. Untung bsr, tapi kena b00st acc. Dm tepi for d3ta1ls, or W4 <PHONE>.",scam,Job_Scam,Bahasa Melayu,Friendly/Seductive (Romance/Job Recruiter),"Evasion (Using 'W.h.a.t.s.A.p.p', 'L ink', emojis to bypass filters)",Medium,22
"Jana pendapatan drpd rumah! P3luang emas ni, takyah keluar. Mampu capai RM_AMOUNT h4r1an. Cuma buat t4sk Lazada. M4nak t4u nk income l3b1h? W4 kami: <PHONE>",scam,Job_Scam,Bahasa Melayu,Friendly/Seductive (Romance/Job Recruiter),"Evasion (Using 'W.h.a.t.s.A.p.p', 'L ink', emojis to bypass filters)",High,22
"H3llo, n4ma sy Lily, H1r1ng M4nag3r. Awk layak utk pr0jek part-time ni. Cuma L1ke, Subs & Sh4re. Income dpt RM_AMOUNT p3r t4sk. Kena c3pat, t4mpat terhad! J0in sini <URL>",scam,Job_Scam,Bahasa Melayu,Friendly/Seductive (Romance/Job Recruiter),"Evasion (Using 'W.h.a.t.s.A.p.p', 'L ink', emojis to bypass filters)",High,22
"Hai s4yang, k0jer senang je ni. Xpaya pening kepala. Cuma t0l0ng kami p0st iklan je. Dpt RM_AMOUNT setiap h4ri. Nak t4hu mcm mana? Reply 'Nak' or klik <URL> ni.",scam,Job_Scam,Bahasa Melayu,Friendly/Seductive (Romance/Job Recruiter),"Evasion (Using 'W.h.a.t.s.A.p.p', 'L ink', emojis to bypass filters)",Medium,22
"Awk nampak mcm bz, t4pi income cukup ke? Jgn risau, sy ada c4ra. Part-t1me je, b0leh dpt RM_AMOUNT s3minggu. Cuma t0l0ng kami p0te Shopee. Pm <PHONE> or kL1k <URL>.",scam,Job_Scam,Bahasa Melayu,Friendly/Seductive (Romance/Job Recruiter),"Evasion (Using 'W.h.a.t.s.A.p.p', 'L ink', emojis to bypass filters)",Medium,22
"S3lamat p4g1! Ada j0b r3m0te utk awk. Buat t4sk s1mple dkt L4zada, dpt RM_AMOUNT. Utk unL0ck c0mm1ssi0n bsr, k3na b00st dulu. W4 <PHONE> for m0re d3ta1ls.",scam,Job_Scam,Bahasa Melayu,Friendly/Seductive (Romance/Job Recruiter),"Evasion (Using 'W.h.a.t.s.A.p.p', 'L ink', emojis to bypass filters)",High,22
H1! K3nal sy x? Sy dr syarikat 0nL1ne ni. Nk tawar j0b w0rk fr0m h0m3. Buat r3v1ew p0duk je. Mampu dpt RM_AMOUNT sehari. M1nat? Trus W4 <PHONE> skrg!,scam,Job_Scam,Bahasa Melayu,Friendly/Seductive (Romance/Job Recruiter),"Evasion (Using 'W.h.a.t.s.A.p.p', 'L ink', emojis to bypass filters)",High,22
"Bossku, b0leh dpt duit tepi w0rk fr0m h0me. F1ex1ble time. Cuma t0l0ng naikkan r4ting p0duk di e-c0mm3rc3. Hari2 dpt RM_AMOUNT. Info lanjut <URL>",scam,Job_Scam,Bahasa Melayu,Friendly/Seductive (Romance/Job Recruiter),"Evasion (Using 'W.h.a.t.s.A.p.p', 'L ink', emojis to bypass filters)",Medium,22
Kami sdg cari part-t1me aFf1L1at3 utk platform kami. Cuma like & share video. B0leh buat dkt mana2. P4k3j b0nus dpt smp RM_AMOUNT! Join gr0up W4 kami <URL>,scam,Job_Scam,Bahasa Melayu,Friendly/Seductive (Romance/Job Recruiter),"Evasion (Using 'W.h.a.t.s.A.p.p', 'L ink', emojis to bypass filters)",Medium,22
"Peluang j4na RM_AMOUNT sehari! K0jer s3nang je, dkt rumah. Promosi barang Shopee. Ada g4ranti income. Yg b3tul2 m1nat, PM trus <PHONE>. L1m1ted slots!",scam,Job_Scam,Bahasa Melayu,Friendly/Seductive (Romance/Job Recruiter),"Evasion (Using 'W.h.a.t.s.A.p.p', 'L ink', emojis to bypass filters)",High,22
"Takde k0jer? Takde pngalaman? Jgn risau, kami ada s0lusi. Part-t1me 'd1g1tal marketing' w0rk fr0m h0me. B0leh dpt RM_AMOUNT d4ily. Klik <URL> utk info.",scam,Job_Scam,Bahasa Melayu,Friendly/Seductive (Romance/Job Recruiter),"Evasion (Using 'W.h.a.t.s.A.p.p', 'L ink', emojis to bypass filters)",Medium,22
"Awak d4h ready ke nak income l3b1h? Sy ada pr0jek rahsia ni. Buat t4sk L4zada, b0leh dpt RM_AMOUNT s3minggu. Takyah c4pai quota bsr. Pm <PHONE> utk l3b1h lanjut.",scam,Job_Scam,Bahasa Melayu,Friendly/Seductive (Romance/Job Recruiter),"Evasion (Using 'W.h.a.t.s.A.p.p', 'L ink', emojis to bypass filters)",Medium,22
H3y! Ni H1r1ng M4nag3r. Kami ada p0sisi part-t1me utk awk. Like & Share TikT0k je. Gaji RM_AMOUNT sehari. M1nat? W4 <PHONE>.,scam,Job_Scam,Bahasa Melayu,Friendly/Seductive (Romance/Job Recruiter),"Evasion (Using 'W.h.a.t.s.A.p.p', 'L ink', emojis to bypass filters)",High,22
"Cari pndapatan pasif? Jom join pr0gram kami. Cuma buat sikit t4sk e-c0mm3rc3. B0leh dpt RM_AMOUNT setiap hari. Sng je, takyah pening. Details: <URL>",scam,Job_Scam,Bahasa Melayu,Friendly/Seductive (Romance/Job Recruiter),"Evasion (Using 'W.h.a.t.s.A.p.p', 'L ink', emojis to bypass filters)",Medium,22
"Peluang j4na RM_AMOUNT s3minggu dgn Shopee t4sk! Tp k3na aktifkan akaun dlu. B0leh dpt b0nus bsr lepas tu. Cepat W4 <PHONE> skrg, t4mpat terhad!",scam,Job_Scam,Bahasa Melayu,Friendly/Seductive (Romance/Job Recruiter),"Evasion (Using 'W.h.a.t.s.A.p.p', 'L ink', emojis to bypass filters)",High,22
"Hai b0ssku! Jom r0k0k dlu? Sambil tu, sy nk cite psl j0b part-t1me r3m0te ni. Buat review p0duk je. Mampu dpt RM_AMOUNT daily. Jom W4 <PHONE>.",scam,Job_Scam,Bahasa Melayu,Friendly/Seductive (Romance/Job Recruiter),"Evasion (Using 'W.h.a.t.s.A.p.p', 'L ink', emojis to bypass filters)",Medium,22
Kami 'd1g1tal ag3ncy' sdg mencari individu utk p0jek like & share Y0uTub3. W0rk fr0m h0me. Comm1ssi0n RM_AMOUNT. Sila daftar di <URL>.,scam,Job_Scam,Bahasa Melayu,Friendly/Seductive (Romance/Job Recruiter),"Evasion (Using 'W.h.a.t.s.A.p.p', 'L ink', emojis to bypass filters)",Medium,22
Jana RM_AMOUNT segera! K0jer part-t1me. T4sk TikTok/Lazada. Cepat W4 <PHONE> utk mula hari ni. Jgn lepaskan peluang ni!,scam,Job_Scam,Bahasa Melayu,Friendly/Seductive (Romance/Job Recruiter),"Evasion (Using 'W.h.a.t.s.A.p.p', 'L ink', emojis to bypass filters)",High,22
Ada c4ra baru nk buat duit dkt rumah. Takyah jual barang. Cuma t0l0ng naikkan traffic. Pulangan b0leh smp RM_AMOUNT. Nak tahu rahsia? Klik <URL> skrg.,scam,Job_Scam,Bahasa Melayu,Friendly/Seductive (Romance/Job Recruiter),"Evasion (Using 'W.h.a.t.s.A.p.p', 'L ink', emojis to bypass filters)",High,22
亲爱的顾客，您好！我们发现您有一个包裹因地址不详而未能成功派送。别担心，这很容易解决。请点击此安全链接 <URL> 更新您的正确地址，以便我们尽快为您安排重新派送。我们期待您的包裹能安全送达！,scam,Parcel_Scam,Chinese (Simplified),Friendly/Seductive (Romance/Job Recruiter),"Evasion (Using 'W.h.a.t.s.A.p.p', 'L ink', emojis to bypass filters)",Medium,22
亲爱的朋友，您有一份来自海外的惊喜礼物，目前在海关等待清关。只需支付一笔小小的手续费 <RM_AMOUNT>，它就能马上送到您手中。点击 <URL> 了解详情并完成支付，别让这份心意等太久哦！,scam,Parcel_Scam,Chinese (Simplified),Friendly/Seductive (Romance/Job Recruiter),"Evasion (Using 'W.h.a.t.s.A.p.p', 'L ink', emojis to bypass filters)",Medium,22
您好，我们是您的专属快递助理。您有一份重要包裹因运费未结清而暂时无法派送。别让它耽误您的事！请访问 <URL> 补交 <RM_AMOUNT> 运费，您的专属快递员就会立刻为您安排投递，期待您的好消息！,scam,Parcel_Scam,Chinese (Simplified),Friendly/Seductive (Romance/Job Recruiter),"Evasion (Using 'W.h.a.t.s.A.p.p', 'L ink', emojis to bypass filters)",Medium,22
嗨，您的特别包裹正在等您签收，但我们发现您的收件信息不完整呢。为了确保这份惊喜能顺利送达，请您尽快点击 <URL> 完善您的资料。我们非常希望能将这份礼物送到您手中！,scam,Parcel_Scam,Chinese (Simplified),Friendly/Seductive (Romance/Job Recruiter),"Evasion (Using 'W.h.a.t.s.A.p.p', 'L ink', emojis to bypass filters)",Medium,22
温馨提示：您有一个包裹由于多次派送失败，需要支付一笔象征性的重新派送费 <RM_AMOUNT>。请拨打 <PHONE> 或点击 <URL> 支付，我们很乐意为您再次安排派送，确保您能收到包裹！,scam,Parcel_Scam,Chinese (Simplified),Friendly/Seductive (Romance/Job Recruiter),"Evasion (Using 'W.h.a.t.s.A.p.p', 'L ink', emojis to bypass filters)",Medium,22
亲爱的，我们为您带来了一个令人兴奋的消息！您有一份特别的包裹目前被海关扣留（Barang tertahan）。别急，这只是个小插曲。请立即点击 <URL> 完成简单的身份验证，它就能冲破阻碍，飞奔到您身边。期待您的回复！,scam,Parcel_Scam,Chinese (Simplified),Friendly/Seductive (Romance/Job Recruiter),"Evasion (Using 'W.h.a.t.s.A.p.p', 'L ink', emojis to bypass filters)",High,22
你好！我们发现你的包裹因'Alamat salah'而无法派送。不用担心，这很容易解决。请点击 <URL> 重新输入正确的收件地址，我们保证你的包裹能尽快送达。期待你的配合！,scam,Parcel_Scam,Chinese (Simplified),Friendly/Seductive (Romance/Job Recruiter),"Evasion (Using 'W.h.a.t.s.A.p.p', 'L ink', emojis to bypass filters)",Medium,22
亲爱的，您有一份神秘包裹正在等待开启，但因手续问题暂时无法派送。相信我，里面的惊喜绝对值得期待！请您点击 <URL> 补齐所需信息，或拨打 <PHONE> 咨询，让这份惊喜不再等待！,scam,Parcel_Scam,Chinese (Simplified),Friendly/Seductive (Romance/Job Recruiter),"Evasion (Using 'W.h.a.t.s.A.p.p', 'L ink', emojis to bypass filters)",Medium,22
重要通知：您有一件国际包裹已被海关扣留，需要您提供额外信息才能放行。请务必在 <DATE> 前点击 <URL> 提交资料，否则包裹可能会被退回。我们希望能帮助您顺利收到！,scam,Parcel_Scam,Chinese (Simplified),Friendly/Seductive (Romance/Job Recruiter),"Evasion (Using 'W.h.a.t.s.A.p.p', 'L ink', emojis to bypass filters)",High,22
亲爱的，您知道吗？您有一份特别订制的包裹，因为它尚未完成清关手续，现在还在我们仓库哦。别让这份独一无二的礼物久等！点击 <URL> 支付 <RM_AMOUNT> 的处理费，它就是您的了！,scam,Parcel_Scam,Chinese (Simplified),Friendly/Seductive (Romance/Job Recruiter),"Evasion (Using 'W.h.a.t.s.A.p.p', 'L ink', emojis to bypass filters)",Medium,22
您好！您的包裹在尝试派送时遇到问题，需要您再次确认收件信息。请点击 <URL> 更新您的详细地址和联系方式，我们将在最短时间内为您安排再次派送。感谢您的合作！,scam,Parcel_Scam,Chinese (Simplified),Friendly/Seductive (Romance/Job Recruiter),"Evasion (Using 'W.h.a.t.s.A.p.p', 'L ink', emojis to bypass filters)",Medium,22
嗨，我为您带来了一个关于您包裹的好消息和一个小小的请求。您的包裹在运输途中需要支付一笔税费 <RM_AMOUNT> 才能继续派送。请点击 <URL> 立即处理，让这份惊喜尽快抵达您的身边。期待您的快速行动！,scam,Parcel_Scam,Chinese (Simplified),Friendly/Seductive (Romance/Job Recruiter),"Evasion (Using 'W.h.a.t.s.A.p.p', 'L ink', emojis to bypass filters)",Medium,22
尊敬的客户，您的包裹在例行安全检查中被暂时扣留。为了顺利放行，请您配合点击 <URL> 提供相关证件信息。我们保证您的包裹会尽快安全送达。如有疑问，请拨打 <PHONE>。,scam,Parcel_Scam,Chinese (Simplified),Friendly/Seductive (Romance/Job Recruiter),"Evasion (Using 'W.h.a.t.s.A.p.p', 'L ink', emojis to bypass filters)",Medium,22
亲爱的，您有一份非常珍贵的包裹即将退回发件人，因为我们无法联系上您。别让它白跑一趟！请立即点击 <URL> 支付 <RM_AMOUNT> 的滞留费用，我们就能挽回这份失而复得的惊喜！,scam,Parcel_Scam,Chinese (Simplified),Friendly/Seductive (Romance/Job Recruiter),"Evasion (Using 'W.h.a.t.s.A.p.p', 'L ink', emojis to bypass filters)",High,22
您的包裹已到达派送中心，但需要一次性验证码 <OTP> 才能解锁并派送。请点击 <URL> 输入此验证码完成最后一步。我们期待能尽快将包裹交到您手中！,scam,Parcel_Scam,Chinese (Simplified),Friendly/Seductive (Romance/Job Recruiter),"Evasion (Using 'W.h.a.t.s.A.p.p', 'L ink', emojis to bypass filters)",Medium,22
嗨，美丽的你！我们发现你的包裹地址好像有点模糊呢。为了确保这份心意能精准送达你的手里，请点击 <URL> 轻松更新你的地址信息。我们迫不及待地想把这份礼物送给你！,scam,Parcel_Scam,Chinese (Simplified),Friendly/Seductive (Romance/Job Recruiter),"Evasion (Using 'W.h.a.t.s.A.p.p', 'L ink', emojis to bypass filters)",Medium,22
您好，由于收件人长期不在家，您的包裹已多次尝试派送失败。现在，我们需收取一笔小额的'Redelivery fee' <RM_AMOUNT> 才能再次安排。请点击 <URL> 支付，我们会尽力确保这次成功！,scam,Parcel_Scam,Chinese (Simplified),Friendly/Seductive (Romance/Job Recruiter),"Evasion (Using 'W.h.a.t.s.A.p.p', 'L ink', emojis to bypass filters)",Medium,22
亲爱的，您有一份神秘包裹，它跨越山海而来，现在正焦急地等待您的认领！但因运输协议，需您点击 <URL> 支付 <RM_AMOUNT> 的小额保险费。解锁这份惊喜，让它与您相遇！,scam,Parcel_Scam,Chinese (Simplified),Friendly/Seductive (Romance/Job Recruiter),"Evasion (Using 'W.h.a.t.s.A.p.p', 'L ink', emojis to bypass filters)",Medium,22
尊敬的收件人，您的包裹已因信息不符而被海关暂时扣留（包裹滞留）。请您在 <DATE> 前点击 <URL> 提交正确的身份证明，否则包裹将被销毁。请务必重视！,scam,Parcel_Scam,Chinese (Simplified),Friendly/Seductive (Romance/Job Recruiter),"Evasion (Using 'W.h.a.t.s.A.p.p', 'L ink', emojis to bypass filters)",High,22
嗨，您的包裹已在路上，但我们发现一些信息需要您'Click link to update'才能顺利派送。完成更新后，您将享有优先派送服务哦！点击 <URL> 快速处理，让您的等待变得更短！,scam,Parcel_Scam,Chinese (Simplified),Friendly/Seductive (Romance/Job Recruiter),"Evasion (Using 'W.h.a.t.s.A.p.p', 'L ink', emojis to bypass filters)",Medium,22
"Wow! Pinjaman 0% interest sdh lps! Blacklist OK. Cepat apply, just bayar processing fee <RM_AMOUNT> kat <URL>. Jgn miss lah!",scam,Financial_Loan,Manglish,Friendly/Seductive (Romance/Job Recruiter),"Evasion (Using 'W.h.a.t.s.A.p.p', 'L ink', emojis to bypass filters)",High,22
"U want loan? Kita ada 'Pinjaman Wang Berlesen' yg super fast! Approval gerenti. Tekan <URL> utk details, bayar insurance skrg <RM_AMOUNT>!",scam,Financial_Loan,Manglish,Friendly/Seductive (Romance/Job Recruiter),"Evasion (Using 'W.h.a.t.s.A.p.p', 'L ink', emojis to bypass filters)",High,22
Good news! Your loan application is aprobbed! <RM_AMOUNT> waiting for u. Just need verify kat <URL> dgn <OTP> & transfer 'stamping fee' <RM_AMOUNT>. Cepat!,scam,Financial_Loan,Manglish,Friendly/Seductive (Romance/Job Recruiter),"Evasion (Using 'W.h.a.t.s.A.p.p', 'L ink', emojis to bypass filters)",High,22
Hei! Instant cash loan sampai <RM_AMOUNT>! Blacklist pun boleh. Limited time offer. Call <PHONE> skrg atau click <URL> utk 'admin fee' je.,scam,Financial_Loan,Manglish,Friendly/Seductive (Romance/Job Recruiter),"Evasion (Using 'W.h.a.t.s.A.p.p', 'L ink', emojis to bypass filters)",High,22
"Giler ah! Pinjaman Cepat Lulus! No collateral, no guarantor. Apply online & dpt <RM_AMOUNT>! Just pay 'dokumen fee' <RM_AMOUNT>. Visit <URL> today!",scam,Financial_Loan,Manglish,Friendly/Seductive (Romance/Job Recruiter),"Evasion (Using 'W.h.a.t.s.A.p.p', 'L ink', emojis to bypass filters)",High,22
Congrats! You qualify for a Special Fast Loan! Up to <RM_AMOUNT>. Blacklist OK. Confirm lulus punya! Just pay 'aktivasi fee' <RM_AMOUNT> at <URL>.,scam,Financial_Loan,Manglish,Friendly/Seductive (Romance/Job Recruiter),"Evasion (Using 'W.h.a.t.s.A.p.p', 'L ink', emojis to bypass filters)",High,22
"Pinjaman Mudah Lulus! <RM_AMOUNT> terus masuk account u. Cepat je! Bayar processing fee thru <URL> dgn <OTP>. Limited slots one, better hurry!",scam,Financial_Loan,Manglish,Friendly/Seductive (Romance/Job Recruiter),"Evasion (Using 'W.h.a.t.s.A.p.p', 'L ink', emojis to bypass filters)",High,22
"Eh, you need money ah? Kita ada Pinjaman Wang Berlesen 0% interest for 1st-timers. Cepat call <PHONE> utk 'broker fee' info. Don't miss this!",scam,Financial_Loan,Manglish,Friendly/Seductive (Romance/Job Recruiter),"Evasion (Using 'W.h.a.t.s.A.p.p', 'L ink', emojis to bypass filters)",High,22
Awesome news! <RM_AMOUNT> loan approved for you! Blacklist pun takpe. Just remit 'insurance fee' <RM_AMOUNT> via <URL>. Grab it before it's gone!,scam,Financial_Loan,Manglish,Friendly/Seductive (Romance/Job Recruiter),"Evasion (Using 'W.h.a.t.s.A.p.p', 'L ink', emojis to bypass filters)",High,22
"Pinjaman segera! From <RM_AMOUNT> up to <RM_AMOUNT>! Fast approval, senang gila! SMS <PHONE> utk 'booking fee' details. Jgn tunggu lagi!",scam,Financial_Loan,Manglish,Friendly/Seductive (Romance/Job Recruiter),"Evasion (Using 'W.h.a.t.s.A.p.p', 'L ink', emojis to bypass filters)",High,22
"Hello! Nak duit cepat ke? Kita licensed money lender, boleh tolong! Zero interest offer. Click <URL> utk 'agreement fee' <RM_AMOUNT>. Confirm lulus!",scam,Financial_Loan,Manglish,Friendly/Seductive (Romance/Job Recruiter),"Evasion (Using 'W.h.a.t.s.A.p.p', 'L ink', emojis to bypass filters)",High,22
Pinjaman peribadi mudah! <RM_AMOUNT> dlm 24hrs. Blacklist pun boleh apply. Visit <URL> now to pay 'setup fee' <RM_AMOUNT>. Jgn lambat!,scam,Financial_Loan,Manglish,Friendly/Seductive (Romance/Job Recruiter),"Evasion (Using 'W.h.a.t.s.A.p.p', 'L ink', emojis to bypass filters)",High,22
Sikit je lagi! Your loan <RM_AMOUNT> almost approved. Just satu step: bayar 'security deposit' <RM_AMOUNT> at <URL>. Then money masuk! Act fast!,scam,Financial_Loan,Manglish,Friendly/Seductive (Romance/Job Recruiter),"Evasion (Using 'W.h.a.t.s.A.p.p', 'L ink', emojis to bypass filters)",High,22
Urgent! Pinjaman Ekspress utk semua! <RM_AMOUNT> ready for u. Blacklist OK. Call <PHONE> & pay 'upfront charge' <RM_AMOUNT> to proceed. Limited time!,scam,Financial_Loan,Manglish,Friendly/Seductive (Romance/Job Recruiter),"Evasion (Using 'W.h.a.t.s.A.p.p', 'L ink', emojis to bypass filters)",High,22
"Hey! Pinjaman Wang Berlesen 0% interest? Betul ke ni? Yes, betul! Tekan <URL> & complete 'service fee' <RM_AMOUNT> utk dpt duit u. Jgn tunggu!",scam,Financial_Loan,Manglish,Friendly/Seductive (Romance/Job Recruiter),"Evasion (Using 'W.h.a.t.s.A.p.p', 'L ink', emojis to bypass filters)",High,22
Loan Cepat Lulus! <RM_AMOUNT> for you! Blacklist no hal. Submit 'form fee' <RM_AMOUNT> via <URL> today & get your cash. Limited offer only!,scam,Financial_Loan,Manglish,Friendly/Seductive (Romance/Job Recruiter),"Evasion (Using 'W.h.a.t.s.A.p.p', 'L ink', emojis to bypass filters)",High,22
"Amazing offer! Get <RM_AMOUNT> instant cash loan. No guarantor needed. Just pay 'adminstrative fee' <RM_AMOUNT> kat <URL>. Cepat apply, bro!",scam,Financial_Loan,Manglish,Friendly/Seductive (Romance/Job Recruiter),"Evasion (Using 'W.h.a.t.s.A.p.p', 'L ink', emojis to bypass filters)",High,22
Pinjaman special for u! Blacklist pun ada chance. <RM_AMOUNT> waiting! Call <PHONE> or visit <URL> to pay 'disbursement fee' <RM_AMOUNT>! Jgn terlps!,scam,Financial_Loan,Manglish,Friendly/Seductive (Romance/Job Recruiter),"Evasion (Using 'W.h.a.t.s.A.p.p', 'L ink', emojis to bypass filters)",High,22
We got 'Pinjaman Wang Berlesen' that super fast approval! Up to <RM_AMOUNT>! Just pay 'processing fee' <RM_AMOUNT> to <BANK_NAME> acc. Details at <PHONE>.,scam,Financial_Loan,Manglish,Friendly/Seductive (Romance/Job Recruiter),"Evasion (Using 'W.h.a.t.s.A.p.p', 'L ink', emojis to bypass filters)",High,22
"Duit free! I mean, fast loan! <RM_AMOUNT> for u, no interest! Confirm lulus. Just transfer 'legal fee' <RM_AMOUNT> to <URL> & it's yours. Hurry!",scam,Financial_Loan,Manglish,Friendly/Seductive (Romance/Job Recruiter),"Evasion (Using 'W.h.a.t.s.A.p.p', 'L ink', emojis to bypass filters)",High,22
请注意! 您有一个包裹被<BANK_NAME>海关查货，内含毒品。您的身分被盗用，涉嫌洗钱。立即联系03-<PHONE>澄清，否则警方将发出逮捕令。案件编号：PDRM-<IC_NUM>。若不处理，你的银行账户将被冻结，并面临牢狱之灾！,scam,Macau_Scam,Chinese (Simplified),Friendly/Seductive (Romance/Job Recruiter),"Evasion (Using 'W.h.a.t.s.A.p.p', 'L ink', emojis to bypass filters)",High,22
