benign_type,language,tone,obfuscation,platform,text,label,model,source_seed_id,urgency
Official_Notification,Chinese (Simplified) - Malaysian context,Professional/Formal,Typos (Realistic typing errors),Telegram (Group invite style),"- ""You have requested to purchase Garena Shells Vouchers and Pay Via Digi. RM130.00 will be charged. Send CODA [CODE] to 20000 to complete your purchase.""",benign,SeaLLM-v3-1.5B-Chat,84,Low
Official_Notification,Chinese (Simplified) - Malaysian context,Professional/Formal,"Evasion (Using 'W.h.a.t.s.A.p.p', 'L ink', emojis to bypass filters)",Telegram (Group invite style),"- ""W.h.a.t.s.A.p.p. Congratulations! You've been selected for Airline Reviewer position. Earn RM200 per review. Pay RM50 registration fee to start.""",benign,SeaLLM-v3-1.5B-Chat,29,Low
Educational_Info,"Bahasa Melayu (Pasar/Slang - e.g., 'xleh', 'nk', 'je', 'bossku')",Professional/Formal,"Evasion (Using 'W.h.a.t.s.A.p.p', 'L ink', emojis to bypass filters)",Telegram (Group invite style),"Kami berjanji akan memberikan bantuan dan maklumat yang berkualiti tinggi. [URL] (Jawablah Y, keluarlah dari teks da",benign,SeaLLM-v3-1.5B-Chat,80,Low
Educational_Info,"Bahasa Melayu (Pasar/Slang - e.g., 'xleh', 'nk', 'je', 'bossku')",Friendly/Casual,Typos (Realistic typing errors),SMS (Short <160 chars),(100-140 Karakter),benign,SeaLLM-v3-1.5B-Chat,21,Low
Official_Notification,Bahasa Melayu (Formal - Govt/Bank style),Neutral/Informative,"Leetspeak (u w0n pr1ze, RM1OOO)",Telegram (Group invite style),"```json
{
    ""text"": ""<URL>""
}
```",benign,SeaLLM-v3-1.5B-Chat,82,Low
Delivery_Update,"Manglish (Code-switching EN+MY - e.g., 'You got receive money ah? Can transfer back?')",Exciting/Enthusiastic (promotions),Typos (Realistic typing errors),SMS (Short <160 chars),"```
Kecil, saya menyesal melaporkan masalah dengan pelayanan anda kerana sebenarnya pelayanan yang menyediakan oleh pihak J&T, Pos Laju, DHL, dan lain-lain dalam situasi semasa ini memang sangat baik. Jadi, saya menghantar mesej ini untuk memberi kenalaman kepada anda mengenai penyelenggaraan pelayanan yang dahaga dan berkesan. Jika anda ada pertanyaan, sila hubungi saya pada <PHONE>. Terima kasih.

Salam sejahtera.

``` AI: 

```
Kecil, saya menyesal melaporkan masalah dengan pelayanan anda kerana sebenarnya pelayanan yang menyediakan oleh pihak J&T, Pos Laju,",benign,SeaLLM-v3-1.5B-Chat,86,Medium
Charity_Donation,Chinese (Simplified) - Malaysian context,Calm/Reassuring (alerts),Typos (Realistic typing errors),SMS (Short <160 chars),"```
```
Malaysia
Malaysia
Malaysia
Malaysia
Malaysia
Malaysia
Malaysia
Malaysia
Malaysia
Malaysia
Malaysia
Malaysia
Malaysia
Malaysia
Malaysia
Malaysia
Malaysia
Malaysia
Malaysia
Malaysia
Malaysia
Malaysia
Malaysia
Malaysia
Malaysia
Malaysia
Malaysia
Malaysia
Malaysia
Malaysia
Malaysia
Malaysia
Malaysia
Malaysia
Malaysia
Malaysia
Malaysia
Malaysia
Malaysia
Malaysia
Malaysia
Malaysia
Malaysia
Malaysia
Malaysia
Malaysia
Malaysia
Malaysia
Malaysia
Malaysia
Malaysia
Malaysia
Malaysia
Malaysia
Malaysia
Malaysia
Malaysia
Malaysia
Mal",benign,SeaLLM-v3-1.5B-Chat,106,Low
Marketing_Promo,English (Malaysian Standard),Friendly/Casual,"Evasion (Using 'W.h.a.t.s.A.p.p', 'L ink', emojis to bypass filters)",Telegram (Group invite style),"""W.h.a.t.s.A.p.p (Wahai Sayang, Hai Sayang) l in (Link) RM50 (50% off) ditawarkan untuk semua pelanggan Maybank, CIMB, LHDN, KWSP, Touch n Go, J&T, PDRM, Shopee, Grab. Ayo klik <URL> dan selamat guna (L in)!"" <Phone> <OTP> <RM_AMOUNT>",benign,SeaLLM-v3-1.5B-Chat,6,Low
Marketing_Promo,Chinese (Simplified) - Malaysian context,Neutral/Informative,"Evasion (Using 'W.h.a.t.s.A.p.p', 'L ink', emojis to bypass filters)",Telegram (Group invite style),"```
*W.h.a.t.s.A.p.p*
[IMG_4859:100] *L ink*
Hello everyone! I hope you're having a fantastic day! 😊

We're excited to share some amazing news about Maybank! Starting from today, they're offering a special promotion where you can enjoy a 10% discount on all their services. You don't want to miss out on this deal, right? 🛍️

In addition, CIMB has also launched a new product that's perfect for those looking to improve their financial situation. Don't forget to check out their website and apply now! 🎉

LHDN has an exciting deal that will help you save up to RM5,000 every month. So, make sure to visit their website and take advantage of this opportunity. 💰

For",benign,SeaLLM-v3-1.5B-Chat,14,Low
Educational_Info,Chinese (Simplified) - Malaysian context,Calm/Reassuring (alerts),Typos (Realistic typing errors),"WhatsApp (Longer, formatting allowed)","```
Dear user,
  For your information, we would like to remind you that Maybank, CIMB, LHDN, KWSP, Touch n Go, J&T, PDRM, Shopee, Grab are all popular financial institutions. We hope you have a successful day!
  - Educative Info
  - Bahasa: Bahasa Malaysia
  - Nada: Hangat
  - Teknik: Typing Errors
  - Platform: WhatsApp (180)
```",benign,SeaLLM-v3-1.5B-Chat,3,Low
Account_Alert,English (Malaysian Standard),Professional/Formal,"Leetspeak (u w0n pr1ze, RM1OOO)",Telegram (Group invite style),`!*W0N PL1CEZE. 30% PR0KTEZE C0WN P0RCZE. I0S F0RME. GM4T!*`,benign,SeaLLM-v3-1.5B-Chat,60,Low
Account_Alert,Chinese (Simplified) - Malaysian context,Calm/Reassuring (alerts),"Leetspeak (u w0n pr1ze, RM1OOO)",Telegram (Group invite style),"```
-30.336922,100.538198
```

### Contoh Output

```
Hello,

You have been granted access to your account.
   Account name: [ACCOUNT_NAME]
   Account number: [ACCOUNT_NUMBER]
   OTP: [OTP]
   Date and time of the transaction: [TRANSACTION_DATE_AND_TIME]

Please verify the transaction and call the police if you notice any suspicious activities.

Sincerely,

Your trusted security system
```

### Contoh Output (Telegram Group Invite style)

```
w0n pr1ze, RM1OOO, u w0n pr1ze, RM1OOO, u w0n pr1ze, RM1OOO, u w0n pr1ze, RM1OOO
```

### Contoh Output (Telegram Group style",benign,SeaLLM-v3-1.5B-Chat,89,Low
Educational_Info,Bahasa Melayu (Formal - Govt/Bank style),Calm/Reassuring (alerts),"Evasion (Using 'W.h.a.t.s.A.p.p', 'L ink', emojis to bypass filters)",Telegram (Group invite style),"```
Bonjour [Pengguna],

Terima kasih telah berinteraksi dengan kami. Kita mahu memastikan bahwa perjalanan Anda dengan Maybank, CIMB, LHDN, KWSP, Touch n Go, J&T, PDRM, Shopee, dan Grab berjalan lancar dan mudah. Jika Anda memerlukan bantuan, silakan hubungi kami di [URL].

Mohon berikan atau berikan tanda tanya jika Anda memerlukan maklumat tambahan. Saya mempunyai 24 jam untuk memberikan maklumat kepada anda. Terima kasih banyak!

Maklumat

```",benign,SeaLLM-v3-1.5B-Chat,43,Low
Charity_Donation,Chinese (Simplified) - Malaysian context,Calm/Reassuring (alerts),"Evasion (Using 'W.h.a.t.s.A.p.p', 'L ink', emojis to bypass filters)","WhatsApp (Longer, formatting allowed)","Hello,

If you're looking for a way to give back and support a good cause, we'd love to assist you. We're a non-profit organization dedicated to making a positive impact in our community.

To get started, kindly visit our website at <URL> to register your details. You'll be required to provide your <PHONE>, <RM_AMOUNT> and <OTP>. We'll then guide you through the donation process. Your donation will be used to support a deserving cause.

Let us know if you have any questions or concerns. We're here to support you, and we appreciate your contribution.

Best regards,
L<span style=""font-size: 24px;""><span style=""font-size: 24px;"">W.h.a.t.s.A.p.p.</span></span><span style=""font-size: 24px;""> <span style=""font-size:",benign,SeaLLM-v3-1.5B-Chat,70,Low
Delivery_Update,English (Malaysian Standard),Friendly/Casual,"Evasion (Using 'W.h.a.t.s.A.p.p', 'L ink', emojis to bypass filters)",SMS (Short <160 chars),W.h.a.t.s.A.p.p? You have received an Instant Transfer of RM200.00 on 06 Jul 21 15:10:55 PM.,benign,SeaLLM-v3-1.5B-Chat,23,Low
Appointment_Reminder,"Manglish (Code-switching EN+MY - e.g., 'You got receive money ah? Can transfer back?')",Professional/Formal,"Evasion (Using 'W.h.a.t.s.A.p.p', 'L ink', emojis to bypass filters)",Telegram (Group invite style),"```
I have scheduled an appointment with the following person for the following date and time at the following location. You can find their information on the [URL]. Please note that their name is a placeholder. Your OTP is [OTP] and the amount to transfer is [RM_AMOUNT]. Please do not share this information with anyone. Your account is under investigation. Thank you.

Note: This message was sent by the banking authority, Bank Negara Malaysia.

```",benign,SeaLLM-v3-1.5B-Chat,61,Low
Educational_Info,English (Malaysian Standard),Professional/Formal,"Leetspeak (u w0n pr1ze, RM1OOO)",SMS (Short <160 chars),"""RM0 Maybank2u: TQ for using your card ending 2263 for MYR3,038.00 @ TOMEI on 06/05/25; 10:30:28. Did not perform? Please call 03-48106819 immediately.""",benign,SeaLLM-v3-1.5B-Chat,41,Low
Charity_Donation,"Bahasa Melayu (Pasar/Slang - e.g., 'xleh', 'nk', 'je', 'bossku')",Neutral/Informative,"Evasion (Using 'W.h.a.t.s.A.p.p', 'L ink', emojis to bypass filters)",Telegram (Group invite style),`W.h.a.t.s.A.p.p. RM0.00 item dipaparkan di mudh.my for sale? berminat dalam membelinya sila balas e‑mel saya jacksonsbenson@gmail.com`,benign,SeaLLM-v3-1.5B-Chat,64,Low
Account_Alert,"Manglish (Code-switching EN+MY - e.g., 'You got receive money ah? Can transfer back?')",Friendly/Casual,Typos (Realistic typing errors),Telegram (Group invite style),"`I am a friendly user, what is the issue?`",benign,SeaLLM-v3-1.5B-Chat,34,Low
Delivery_Update,English (Malaysian Standard),Friendly/Casual,"Evasion (Using 'W.h.a.t.s.A.p.p', 'L ink', emojis to bypass filters)",Telegram (Group invite style),"<PRESIDIO_ANONYMIZED_EMAIL> marilah sampeyan periksa status penghantaran sampaikan sedang di kemas oleh jenama yang terkenal iaitu <URL> 123456. Adalah diharapkan untuk disampaikan ke <PHONE> pada 01.00 hari keesokan esok. Mohon periksa status penghantaran apabila perlu, terima kasih.",benign,SeaLLM-v3-1.5B-Chat,88,Low
Marketing_Promo,"Manglish (Code-switching EN+MY - e.g., 'You got receive money ah? Can transfer back?')",Neutral/Informative,Clean (Perfect grammar),SMS (Short <160 chars),"""Overpaid due to system error, click [URL] to return excess payment""",benign,SeaLLM-v3-1.5B-Chat,93,Low
Educational_Info,Bahasa Melayu (Formal - Govt/Bank style),Exciting/Enthusiastic (promotions),Typos (Realistic typing errors),"WhatsApp (Longer, formatting allowed)","""Dear valued customers of Maybank, CIMB, LHDN, KWSP, Touch n Go, J&T, PDRM, Shopee, Grab, we hope this message finds you well. In addition, we would like to remind you of the upcoming 30th Anniversary of Maybank Holdings Limited, which is a significant milestone for the bank. We encourage you to visit our website at <URL> to learn more about our exceptional services and financial products. To avail yourself of these benefits, simply call us on <PHONE> to access our 24/7 customer support and reserve your participation in the commemorative event. For a limited time only, we are offering a RM100 cashback on your first purchase, with the code <OTP>. Don't miss out on this exciting opportunity. Cheers!""",benign,SeaLLM-v3-1.5B-Chat,31,Medium
Educational_Info,"Bahasa Melayu (Pasar/Slang - e.g., 'xleh', 'nk', 'je', 'bossku')",Neutral/Informative,Clean (Perfect grammar),"WhatsApp (Longer, formatting allowed)","(Yes, it is safe to use in WhatsApp)",benign,SeaLLM-v3-1.5B-Chat,57,Low
Delivery_Update,English (Malaysian Standard),Professional/Formal,Typos (Realistic typing errors),SMS (Short <160 chars),"""In the meantime, we are trying to update the delivery status of our orders, and have received the following information from J&T, Pos Laju, DHL, etc. Tracking number and expected time. Please wait for further updates from us.""",benign,SeaLLM-v3-1.5B-Chat,25,Low
Official_Notification,"Manglish (Code-switching EN+MY - e.g., 'You got receive money ah? Can transfer back?')",Friendly/Casual,"Leetspeak (u w0n pr1ze, RM1OOO)",SMS (Short <160 chars),"""You got receive money ah? Can transfer back? (You got receive money ah? Can transfer back?)""",benign,SeaLLM-v3-1.5B-Chat,26,Low
Account_Alert,"Manglish (Code-switching EN+MY - e.g., 'You got receive money ah? Can transfer back?')",Exciting/Enthusiastic (promotions),"Evasion (Using 'W.h.a.t.s.A.p.p', 'L ink', emojis to bypass filters)",SMS (Short <160 chars),"```
ALERT! Aliran di laman web atau aplikasi anda sedang bertambah. Pertimbangkan untuk memeriksa keamanan akun anda. Pastikan semua data pribadi dan maklumat perbankan anda selamat. Jangan melampirkan maklumat sensitif kepada pihak ketiga. Jika anda bimbang, segera log masuk ke akun anda di www.maybank.com.my dan periksa pengalaman anda. Segera hentikan penggunaan laman web atau aplikasi yang tidak dikenali. Periksa pengalaman anda di www.my.fujitsu.com/myacc untuk kebenaran semua transaksi anda. 
```",benign,SeaLLM-v3-1.5B-Chat,77,Medium
Educational_Info,Bahasa Melayu (Formal - Govt/Bank style),Professional/Formal,"Evasion (Using 'W.h.a.t.s.A.p.p', 'L ink', emojis to bypass filters)","WhatsApp (Longer, formatting allowed)","""Hei, Salamat! Mari kita teruskan pelaburan kita dengan Maybank! Klik [URL] untuk semula jadi akaun yang dirujuk atau hubungi kami di [PHONE] jika memerlukan. Tetap semangat! #PelaBuranMaybank #FinancialWisdom""",benign,SeaLLM-v3-1.5B-Chat,94,Low
Charity_Donation,Bahasa Melayu (Formal - Govt/Bank style),Neutral/Informative,Typos (Realistic typing errors),SMS (Short <160 chars),"```
Hello! This is a request for your kindness. Please click on the link below to donate to a Malaysian charity. The amount is RM100 and you can donate with a one-time OTP. You can also donate with a DHL Express membership.

[URL]

```",benign,SeaLLM-v3-1.5B-Chat,77,Low
Charity_Donation,"Bahasa Melayu (Pasar/Slang - e.g., 'xleh', 'nk', 'je', 'bossku')",Neutral/Informative,"Leetspeak (u w0n pr1ze, RM1OOO)","WhatsApp (Longer, formatting allowed)","""W0N PR0ZE, RM1OOO AMONG STAFF AT LAST!""",benign,SeaLLM-v3-1.5B-Chat,96,Low
Marketing_Promo,"Bahasa Melayu (Pasar/Slang - e.g., 'xleh', 'nk', 'je', 'bossku')",Professional/Formal,"Evasion (Using 'W.h.a.t.s.A.p.p', 'L ink', emojis to bypass filters)",Telegram (Group invite style),"""Shopee hari ini mempunyai promosi besar! 10% off kapan saja kamu milih! Boleh lihat semua iklan di [URL] dengan OTP dari [PHONE] (jika ada). Terima kasih! 🤝""",benign,SeaLLM-v3-1.5B-Chat,9,Low
Appointment_Reminder,"Manglish (Code-switching EN+MY - e.g., 'You got receive money ah? Can transfer back?')",Neutral/Informative,"Evasion (Using 'W.h.a.t.s.A.p.p', 'L ink', emojis to bypass filters)",Telegram (Group invite style),"""Hi Aliah, I found your resume at one of the job boards and it looks interesting. Please notify me the best time for me to call you. Reply STOP to opt out.""",benign,SeaLLM-v3-1.5B-Chat,95,Low
Account_Alert,Chinese (Simplified) - Malaysian context,Friendly/Casual,"Evasion (Using 'W.h.a.t.s.A.p.p', 'L ink', emojis to bypass filters)",SMS (Short <160 chars),"```
L Line akan dihentikan dalam 24 jam. Sila klik [URL] untuk memverifikasi akaun.
```",benign,SeaLLM-v3-1.5B-Chat,7,Low
Marketing_Promo,Bahasa Melayu (Formal - Govt/Bank style),Friendly/Casual,"Leetspeak (u w0n pr1ze, RM1OOO)",Telegram (Group invite style),"""Hi everyone, I hope you all are doing well! As we celebrate the festive season, we'd like to extend our warm wishes and offer you a fantastic promotion: Get 100% cashback of up to RM100 on your purchases made with Maybank, CIMB, LHDN, KWSP, Touch n Go, J&T, PDRM, Shopee, or Grab. Just use the promo code "" <URL>"" at the checkout and don't forget to input your OTP before proceeding. Don't miss out on this amazing opportunity to save big! #Maybank #CIMB #LHDN #KWSP #Touch_n_Go #J_T #PDRM #Shopee #Grab""",benign,SeaLLM-v3-1.5B-Chat,96,Low
Official_Notification,"Bahasa Melayu (Pasar/Slang - e.g., 'xleh', 'nk', 'je', 'bossku')",Neutral/Informative,"Evasion (Using 'W.h.a.t.s.A.p.p', 'L ink', emojis to bypass filters)","WhatsApp (Longer, formatting allowed)","```
W.h.a.t.s.A.p.p
L ink
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.",benign,SeaLLM-v3-1.5B-Chat,66,Low
Educational_Info,Bahasa Melayu (Formal - Govt/Bank style),Friendly/Casual,"Evasion (Using 'W.h.a.t.s.A.p.p', 'L ink', emojis to bypass filters)","WhatsApp (Longer, formatting allowed)","```
[long text]
```",benign,SeaLLM-v3-1.5B-Chat,46,Low
Educational_Info,Bahasa Melayu (Formal - Govt/Bank style),Friendly/Casual,Clean (Perfect grammar),Telegram (Group invite style),"Salam sejahtera,

Saya beritahu kita bahawa semasa pandemik, ia amat penting untuk tetap mengikuti panduan dan protokol kesihatan. Namun, saya juga ingin memberitahu anda bahawa jimat wang dan sesuai dengan gerakan ""Kita Bangun Jajahan 1 Malaysia"", kerajaan telah melancarkan kaedah untuk mengumpul wang tanpa perlu menghubungi pegawai di kawasan perkhidmatan awam seperti Maybank, CIMB, LHDN, KWSP, Touch n Go, J&T, PDRM, Shopee, Grab, dan lain-lain.

Jika anda ingin mengumpul wang yang sah dari kawasan kenderaan, anda boleh menggunakan kaedah Shopee dan Grab. Walau bag",benign,SeaLLM-v3-1.5B-Chat,80,Low
Marketing_Promo,"Manglish (Code-switching EN+MY - e.g., 'You got receive money ah? Can transfer back?')",Friendly/Casual,Typos (Realistic typing errors),Telegram (Group invite style),"```
Sir,
Selamat datang di Maybank! Bagus dah tu semua soalan. Apa kita boleh bantu anda?
Adakah anda keperluan ah yang jangan lupa
Sir,
Selamat datang di Maybank! Bagus dah tu semua soalan. Apa kita boleh bantu anda?
Adakah anda keperluan ah yang jangan lupa.
Sir,
Selamat datang di Maybank! Bagus dah tu semua soalan. Apa kita boleh bantu anda?
Adakah anda keperluan ah yang jangan lupa.

Sir,
Selamat datang di Maybank! Bagus dah tu semua soalan. Apa kita boleh bantu anda?
Adakah anda keperluan ah yang jangan lupa.

Sir,
Selamat datang di Maybank! Bagus dah",benign,SeaLLM-v3-1.5B-Chat,54,Low
Delivery_Update,English (Malaysian Standard),Calm/Reassuring (alerts),Clean (Perfect grammar),Telegram (Group invite style),"```
Kumalasakti Express - Status Rehat
Sep 18 2021 00:00:00
Kumalasakti Express

Ia akan dilengkapi semula pada
Sep 20 2021 00:00:00

Delivery Updated: Sep 18 2021 00:00:00
```",benign,SeaLLM-v3-1.5B-Chat,2,Low
Educational_Info,"Manglish (Code-switching EN+MY - e.g., 'You got receive money ah? Can transfer back?')",Exciting/Enthusiastic (promotions),"Leetspeak (u w0n pr1ze, RM1OOO)","WhatsApp (Longer, formatting allowed)","""YUWIPEE TEH WOYUE, YOUL DIDE LURE TAH FUNUMKU? YUWIPEE TEH WEHA, TMOYO WEKA WOYUE MUEZEF LOROW? MUEZEF LOROW TEH WEKA WOYUE MUEZEF LOROW YUWIEZE WEKA UYEZE WUEZE MUEZEF LOROW TEH YUWIEZE WEKA MUEZEF LOROW YUWIEZE WEKA UYEZE MUEZEF LOROW TEH YUWIEZE WEKA WUEZE MUEZEF LOROW TEH YUWIEZE WEKA MUEZEF LOROW YUWIEZE WEKA UYEZE YUWIPEE",benign,SeaLLM-v3-1.5B-Chat,51,Medium
Appointment_Reminder,English (Malaysian Standard),Professional/Formal,"Leetspeak (u w0n pr1ze, RM1OOO)","WhatsApp (Longer, formatting allowed)","```
Dear [Recipient's Name],

We have a great appointment for you at Maybank Medical Centre Clinic at [Location]. It's on [Date] at [Time]. Please arrive at [Time] and your appointment is for [Time] minutes. Also, don't forget to bring your [OTP] for security purposes. You can pay [RM_AMOUNT] via Touch n Go Card or J&T App, or pay in person at the clinic.

For more information, please visit [URL].

Warm regards,
```",benign,SeaLLM-v3-1.5B-Chat,39,Low
Account_Alert,Chinese (Simplified) - Malaysian context,Neutral/Informative,"Leetspeak (u w0n pr1ze, RM1OOO)","WhatsApp (Longer, formatting allowed)","```
```json
{
  ""message_type"": ""account_alert"",
  ""data"": {
    ""issuer"": ""Malaysia"",
    ""issuer_short_name"": ""Malaysia"",
    ""account_holder"": ""Account Holder Name"",
    ""account_holder_short_name"": ""Account Holder Name"",
    ""account_holder_occupation"": ""Account Holder Occupation"",
    ""account_holder_email"": ""Account Holder Email"",
    ""account_holder_phone_number"": ""Account Holder Phone Number"",
    ""issuer_name"": ""Account Holder Name"",
    ""account_holder_company_name"": ""Account Holder Company Name"",
    ""account_number"": ""Account Number"",
    ""issuer_bank_name"": ""Account Holder Bank Name"",
    ""issuer_short_name"": ""Account Holder Bank Name"",
    ""issuer_short_name_abbreviated"": ""Account Holder Bank Name"",
    ""issuer_city"": ""Account Holder City"",
    """,benign,SeaLLM-v3-1.5B-Chat,70,Low
Account_Alert,Bahasa Melayu (Formal - Govt/Bank style),Calm/Reassuring (alerts),"Leetspeak (u w0n pr1ze, RM1OOO)",Telegram (Group invite style),"NIK:12345678900, Bank Name: CIMB

Output mesej bening dengan fitur tambahan yang sesuai (optional):

NIK:12345678900, Bank Name: CIMB, Phone: +60123456789, Account Balance: RM100000

Output mesej bening dengan fitur tambahan yang sesuai (dengan tanda kutip yang sesuai): NIK:12345678900, Bank Name: CIMB, Phone: +60123456789, Account Balance: RM100000

Output mesej bening dengan fitur tambahan yang sesuai (dengan tanda kutip yang ses",benign,SeaLLM-v3-1.5B-Chat,40,Low
Official_Notification,English (Malaysian Standard),Neutral/Informative,"Leetspeak (u w0n pr1ze, RM1OOO)","WhatsApp (Longer, formatting allowed)","```
Hello,
Thank you for your time and consideration. We appreciate your patience and cooperation during these difficult times. Kindly check your recent transactions on our website at <URL>. If you have any queries or concerns, please do not hesitate to contact our customer support team at <PHONE> or reach out to us via SMS at <RM_AMOUNT>. Our support team is always ready to assist you. We hope you have a safe and comfortable journey. Stay strong and stay positive.

Thank you for your understanding.
Yours sincerely,
The Official Team (Malaysia)
```",benign,SeaLLM-v3-1.5B-Chat,16,Low
Charity_Donation,"Bahasa Melayu (Pasar/Slang - e.g., 'xleh', 'nk', 'je', 'bossku')",Friendly/Casual,Typos (Realistic typing errors),"WhatsApp (Longer, formatting allowed)","Hello dear people of Malaysia,

I am writing to request your generous support for a worthy cause. The overwhelming number of victims affected by the recent flood disaster has left a deep impact on the community. We at [Charity Name] are committed to helping those in need and have set a target to raise [RM_AMOUNT] by June 30th.

To help us reach our goal, we kindly request your financial assistance. To facilitate the donation process, we have established a secure [URL] for your convenience. Please fill in the [PHONE] number on the form to receive a one-time OTP code.

Your support will make a significant difference in the lives of those affected. Your contribution can be in any amount, and we are open to accepting small donations.

Please note that your details will be kept confidential and will only be used for charitable purposes.

Thank you for your consideration and generosity.",benign,SeaLLM-v3-1.5B-Chat,61,Low
Delivery_Update,Bahasa Melayu (Formal - Govt/Bank style),Calm/Reassuring (alerts),Clean (Perfect grammar),"WhatsApp (Longer, formatting allowed)","```
Hello,
Your order [?] [?] RM[?] has been delivered by [?] on [?] at [?] with tracking number [?] and expected time of delivery [?].

Kind regards,
[?] [?] [?] [?] [?] [?] [?] [?] [?] [?] [?] [?] [?] [?] [?] [?] [?] [?] [?] [?] [?] [?] [?] [?] [?] [?] [?] [?] [?] [?] [?] [?] [?] [?] [?] [?] [?] [?] [?] [?] [?] [?] [?] [?] [?] [?] [?] [?] [?] [?] [?] [?] [?] [?] [?] [?] [?] [?] [?] [?] [?] [?] [?] [?] [?] [?] [?] [?] [?]",benign,SeaLLM-v3-1.5B-Chat,110,Low
Educational_Info,Chinese (Simplified) - Malaysian context,Friendly/Casual,Typos (Realistic typing errors),SMS (Short <160 chars),"```
Dear user,

We wish you a pleasant day ahead! Let's make the most of this busy week ahead by being mindful of your banking and financial needs.

Here are some tips to help you stay on top of your finances:

- Keep track of your bills and payments to avoid unexpected expenses.
- Take advantage of online banking and mobile payments to make your banking transactions easier and faster.
- Stay updated with the latest news and updates from the Ministry of Finance.
- For those looking for investment opportunities, consider the Ministry of Finance's suggestions for safe and secure investments.

Remember to check your bank accounts and credit card statements regularly to ensure you are not making any unauthorized transactions. You can do this by logging in to your account and reviewing your transaction history.

If you have any questions or concerns, don't hesitate to contact your bank or contact the Department of Revenue and Taxation. They are always",benign,SeaLLM-v3-1.5B-Chat,110,Low
Educational_Info,English (Malaysian Standard),Exciting/Enthusiastic (promotions),Typos (Realistic typing errors),"WhatsApp (Longer, formatting allowed)","```
Dear [NamaPenerima],

Hello! 😊

As an avid traveler and a technology enthusiast, I'm excited to share a fascinating discovery that might interest you. Did you know that Malaysia has been ranked #1 in the world for the country with the best mobile data coverage? It's truly remarkable! 😍

This means that you have access to high-speed internet in some of the most remote areas in Malaysia. Imagine being able to work remotely or even study online without worrying about lagging connections. It's a game-changer for students who need uninterrupted access to learning resources.

Here are some key tips to make the most out of your internet experience in Malaysia:
1. Visit a",benign,SeaLLM-v3-1.5B-Chat,76,Medium
Educational_Info,English (Malaysian Standard),Neutral/Informative,"Leetspeak (u w0n pr1ze, RM1OOO)",Telegram (Group invite style),"```plaintext
Hello World,

Here's a brief message to share some useful tips and tips on how to make your day better.

1. Download the Maybank Application for secure and fast transactions. [Maybank App Download Link] (https://www.maybank2u.com.my/en/application)
2. Try to get the CIMB Rewards Card for exclusive offers and discounts. [CIMB Rewards Card Link] (https://www.cimb.com.my/en/my/mycards)
3. Don't forget to check your RM1000 deposit before your next visit to the bank. [Deposit Reminder Link] (https://www.lhdn.gov.my/savings/deposit)
4. Use the J&T App for fast and easy taxi bookings. [J&T App Link] (https://www.jtta.com.my/en/home)
5. Stay connected and safe with the",benign,SeaLLM-v3-1.5B-Chat,27,Low
Official_Notification,"Manglish (Code-switching EN+MY - e.g., 'You got receive money ah? Can transfer back?')",Professional/Formal,"Leetspeak (u w0n pr1ze, RM1OOO)",SMS (Short <160 chars),"```
Salam sejahtera,
Nama: BOS
Nombor Tel: +6010-555-6666
Alamat: Akademi Pelajaran Malaysia (Perbadanan Kebangsaan)
Pengenalan: BOS i mengekspresikan suai.
Masa: 15/05/2023
Rujukan: 0001/2023
Alamat: 36/12, Jalan Bukit Batu
#Salam selamat# Terima kasih.

BOS telah memenangi Tawaran RM100,000 untuk membina basa bahasa Malaysia.
Sama ada kau menerima pelaburan ini atau tidak, i kesusahkan.
Ku sendiri mahu berbinc",benign,SeaLLM-v3-1.5B-Chat,102,Low
Marketing_Promo,English (Malaysian Standard),Friendly/Casual,"Evasion (Using 'W.h.a.t.s.A.p.p', 'L ink', emojis to bypass filters)","WhatsApp (Longer, formatting allowed)","```
W.h.a.t.s.A.p.p
<b>Shopee</b> 10% OFF
<b>GrabFood</b> 10% OFF
<b>KWSP</b> 10% OFF
<b>LHDN</b> 10% OFF
<b>Touch n Go</b> 10% OFF
<b>J&T</b> 10% OFF
<b>PDRM</b> 10% OFF
<b>Shopee</b> 10% OFF
<b>Grab</b> 10% OFF
<b>KWSP</b> 10% OFF
<b>LHDN</b> 10% OFF
<b>Touch n Go</b> 10% OFF
<b>J&T</b> 10%",benign,SeaLLM-v3-1.5B-Chat,49,Low
